Support_Year;Cluster;Timestep;Heat_Demand_kW
0;0;0;276.402
0;0;1;290.583
0;0;2;309.187
0;0;3;326.991
0;0;4;336.444
0;0;5;348.634
0;0;6;431.089
0;0;7;438.063
0;0;8;347.475
0;0;9;325.05
0;0;10;298.322
0;0;11;288.005
0;0;12;292.284
0;0;13;224.067
0;0;14;228.831
0;0;15;225.757
0;0;16;210.228
0;0;17;199.869
0;0;18;262.197
0;0;19;269.153
0;0;20;271.808
0;0;21;281.015
0;0;22;237.363
0;0;23;264.1
0;0;24;301.684
0;0;25;318.579
0;0;26;329.891
0;0;27;344.632
0;0;28;352.999
0;0;29;361.862
0;0;30;457.667
0;0;31;454.411
0;0;32;349.306
0;0;33;331.902
0;0;34;310.496
0;0;35;278.504
0;0;36;296.999
0;0;37;255.489
0;0;38;253.347
0;0;39;233.232
0;0;40;211.278
0;0;41;187.468
0;0;42;229.159
0;0;43;227.891
0;0;44;220.044
0;0;45;223.428
0;0;46;175.934
0;0;47;194.362
0;0;48;234.524
0;0;49;245.132
0;0;50;255.296
0;0;51;266.991
0;0;52;273.064
0;0;53;292.966
0;0;54;309.972
0;0;55;476.534
0;0;56;457.407
0;0;57;271.592
0;0;58;253.443
0;0;59;236.64
0;0;60;215.503
0;0;61;189.126
0;0;62;164.932
0;0;63;207.109
0;0;64;191.997
0;0;65;100.749
0;0;66;79.842
0;0;67;82.424
0;0;68;121.105
0;0;69;131.537
0;0;70;158.091
0;0;71;133.429
0;0;72;175.824
0;0;73;187.872
0;0;74;203.505
0;0;75;221.97
0;0;76;234.666
0;0;77;246.683
0;0;78;260.332
0;0;79;414.642
0;0;80;386.846
0;0;81;181.75
0;0;82;125.642
0;0;83;93.995
0;0;84;70.205
0;0;85;59.186
0;0;86;60.067
0;0;87;112.89
0;0;88;107.602
0;0;89;30.472
0;0;90;27.974
0;0;91;27.064
0;0;92;71.44
0;0;93;87.848
0;0;94;95.723
0;0;95;59.351
0;0;96;76.082
0;0;97;86.887
0;0;98;107.31
0;0;99;123.811
0;0;100;134.266
0;0;101;145.298
0;0;102;240.204
0;0;103;256.584
0;0;104;173.429
0;0;105;144.763
0;0;106;118.126
0;0;107;79.979
0;0;108;107.406
0;0;109;64.282
0;0;110;53.097
0;0;111;56.408
0;0;112;45.804
0;0;113;40.459
0;0;114;98.217
0;0;115;88.215
0;0;116;88.111
0;0;117;100.229
0;0;118;54.934
0;0;119;71.599
0;0;120;102.62
0;0;121;121.54
0;0;122;147.239
0;0;123;170.457
0;0;124;192.19
0;0;125;212.701
0;0;126;293.091
0;0;127;298.111
0;0;128;170.306
0;0;129;134.23
0;0;130;94.584
0;0;131;61.203
0;0;132;69.735
0;0;133;30.029
0;0;134;30.3
0;0;135;27.293
0;0;136;26.617
0;0;137;26.401
0;0;138;88.368
0;0;139;79.041
0;0;140;80.055
0;0;141;74.352
0;0;142;11.967
0;0;143;14.945
0;0;144;21.39
0;0;145;25.146
0;0;146;38.424
0;0;147;49.035
0;0;148;62.98
0;0;149;71.751
0;0;150;161.786
0;0;151;171.0
0;0;152;99.058
0;0;153;92.084
0;0;154;57.345
0;0;155;37.33
0;0;156;63.652
0;0;157;27.545
0;0;158;29.597
0;0;159;28.131
0;0;160;32.713
0;0;161;28.641
0;0;162;72.906
0;0;163;83.303
0;0;164;80.223
0;0;165;91.747
0;0;166;11.729
0;0;167;10.249
0;1;0;8.896
0;1;1;7.718
0;1;2;7.599
0;1;3;7.014
0;1;4;7.615
0;1;5;6.709
0;1;6;67.016
0;1;7;72.144
0;1;8;17.499
0;1;9;17.207
0;1;10;19.238
0;1;11;20.882
0;1;12;40.338
0;1;13;16.261
0;1;14;20.762
0;1;15;20.097
0;1;16;17.6
0;1;17;20.973
0;1;18;47.978
0;1;19;50.249
0;1;20;46.194
0;1;21;48.54
0;1;22;6.412
0;1;23;7.167
0;1;24;7.517
0;1;25;7.484
0;1;26;7.923
0;1;27;7.722
0;1;28;6.824
0;1;29;7.98
0;1;30;59.758
0;1;31;67.763
0;1;32;13.886
0;1;33;22.044
0;1;34;20.158
0;1;35;17.216
0;1;36;37.953
0;1;37;18.438
0;1;38;19.998
0;1;39;18.445
0;1;40;15.881
0;1;41;17.788
0;1;42;51.406
0;1;43;50.942
0;1;44;48.819
0;1;45;56.989
0;1;46;7.102
0;1;47;7.662
0;1;48;9.729
0;1;49;10.063
0;1;50;9.898
0;1;51;11.074
0;1;52;10.315
0;1;53;8.073
0;1;54;9.342
0;1;55;120.459
0;1;56;106.202
0;1;57;19.476
0;1;58;21.111
0;1;59;18.496
0;1;60;20.762
0;1;61;20.773
0;1;62;22.269
0;1;63;57.16
0;1;64;55.225
0;1;65;12.927
0;1;66;11.501
0;1;67;11.68
0;1;68;41.814
0;1;69;38.902
0;1;70;36.874
0;1;71;9.086
0;1;72;9.723
0;1;73;8.965
0;1;74;8.922
0;1;75;8.694
0;1;76;9.847
0;1;77;11.15
0;1;78;9.716
0;1;79;105.007
0;1;80;116.799
0;1;81;22.205
0;1;82;22.063
0;1;83;20.764
0;1;84;19.837
0;1;85;21.657
0;1;86;19.307
0;1;87;60.174
0;1;88;57.679
0;1;89;15.312
0;1;90;15.435
0;1;91;12.453
0;1;92;35.755
0;1;93;37.582
0;1;94;39.832
0;1;95;10.844
0;1;96;8.018
0;1;97;7.021
0;1;98;6.539
0;1;99;6.926
0;1;100;7.934
0;1;101;8.453
0;1;102;61.838
0;1;103;68.736
0;1;104;18.272
0;1;105;19.147
0;1;106;16.264
0;1;107;18.849
0;1;108;36.05
0;1;109;17.367
0;1;110;17.267
0;1;111;16.52
0;1;112;15.745
0;1;113;17.891
0;1;114;49.03
0;1;115;44.764
0;1;116;53.361
0;1;117;41.695
0;1;118;7.328
0;1;119;7.465
0;1;120;8.505
0;1;121;6.079
0;1;122;6.754
0;1;123;6.557
0;1;124;7.055
0;1;125;6.705
0;1;126;65.231
0;1;127;71.676
0;1;128;17.751
0;1;129;19.11
0;1;130;19.274
0;1;131;21.08
0;1;132;37.602
0;1;133;15.451
0;1;134;16.452
0;1;135;22.871
0;1;136;21.203
0;1;137;20.279
0;1;138;54.246
0;1;139;47.438
0;1;140;49.0
0;1;141;43.594
0;1;142;7.565
0;1;143;6.958
0;1;144;7.796
0;1;145;7.666
0;1;146;6.571
0;1;147;6.984
0;1;148;7.906
0;1;149;7.347
0;1;150;65.897
0;1;151;68.661
0;1;152;19.391
0;1;153;19.706
0;1;154;18.571
0;1;155;17.718
0;1;156;38.409
0;1;157;16.958
0;1;158;15.971
0;1;159;13.921
0;1;160;19.1
0;1;161;20.726
0;1;162;48.85
0;1;163;43.19
0;1;164;54.878
0;1;165;53.207
0;1;166;7.189
0;1;167;7.105
0;2;0;142.559
0;2;1;153.707
0;2;2;164.772
0;2;3;178.999
0;2;4;189.712
0;2;5;198.37
0;2;6;285.891
0;2;7;293.631
0;2;8;246.608
0;2;9;243.187
0;2;10;224.892
0;2;11;199.617
0;2;12;182.085
0;2;13;126.061
0;2;14;114.646
0;2;15;104.114
0;2;16;91.182
0;2;17;92.362
0;2;18;164.039
0;2;19;170.424
0;2;20;179.316
0;2;21;195.268
0;2;22;164.384
0;2;23;191.926
0;2;24;231.915
0;2;25;243.309
0;2;26;258.509
0;2;27;277.671
0;2;28;282.548
0;2;29;299.78
0;2;30;371.769
0;2;31;374.003
0;2;32;327.262
0;2;33;306.084
0;2;34;279.064
0;2;35;251.183
0;2;36;226.259
0;2;37;156.051
0;2;38;120.847
0;2;39;97.93
0;2;40;71.411
0;2;41;67.665
0;2;42;125.831
0;2;43;127.16
0;2;44;151.997
0;2;45;153.759
0;2;46;112.928
0;2;47;139.088
0;2;48;178.145
0;2;49;183.962
0;2;50;193.767
0;2;51;204.916
0;2;52;208.193
0;2;53;213.118
0;2;54;199.305
0;2;55;314.942
0;2;56;309.821
0;2;57;194.561
0;2;58;188.549
0;2;59;170.28
0;2;60;145.548
0;2;61;122.352
0;2;62;105.619
0;2;63;149.804
0;2;64;123.891
0;2;65;69.505
0;2;66;74.34
0;2;67;84.876
0;2;68;128.953
0;2;69;122.862
0;2;70;143.811
0;2;71;125.943
0;2;72;158.845
0;2;73;161.506
0;2;74;167.844
0;2;75;172.934
0;2;76;178.739
0;2;77;183.167
0;2;78;185.659
0;2;79;322.646
0;2;80;340.259
0;2;81;191.513
0;2;82;182.26
0;2;83;152.896
0;2;84;116.638
0;2;85;95.193
0;2;86;86.777
0;2;87;132.894
0;2;88;145.266
0;2;89;83.565
0;2;90;97.961
0;2;91;104.572
0;2;92;148.063
0;2;93;143.252
0;2;94;161.465
0;2;95;141.197
0;2;96;182.147
0;2;97;188.162
0;2;98;200.956
0;2;99;210.896
0;2;100;222.814
0;2;101;233.518
0;2;102;318.529
0;2;103;323.103
0;2;104;263.753
0;2;105;241.019
0;2;106;223.85
0;2;107;214.3
0;2;108;221.773
0;2;109;171.812
0;2;110;169.634
0;2;111;171.272
0;2;112;167.788
0;2;113;167.685
0;2;114;216.297
0;2;115;218.842
0;2;116;225.752
0;2;117;233.356
0;2;118;176.146
0;2;119;193.516
0;2;120;229.453
0;2;121;238.924
0;2;122;251.325
0;2;123;259.896
0;2;124;264.193
0;2;125;267.902
0;2;126;347.911
0;2;127;337.69
0;2;128;271.493
0;2;129;269.716
0;2;130;262.453
0;2;131;241.978
0;2;132;250.462
0;2;133;181.559
0;2;134;175.744
0;2;135;163.85
0;2;136;157.177
0;2;137;163.048
0;2;138;208.697
0;2;139;216.517
0;2;140;243.27
0;2;141;234.04
0;2;142;188.595
0;2;143;205.033
0;2;144;237.673
0;2;145;243.325
0;2;146;253.398
0;2;147;256.071
0;2;148;263.39
0;2;149;264.472
0;2;150;341.004
0;2;151;342.292
0;2;152;273.981
0;2;153;267.841
0;2;154;262.75
0;2;155;245.244
0;2;156;250.438
0;2;157;194.71
0;2;158;174.67
0;2;159;159.581
0;2;160;146.03
0;2;161;140.383
0;2;162;182.044
0;2;163;191.644
0;2;164;183.543
0;2;165;188.701
0;2;166;133.771
0;2;167;154.161
0;3;0;413.973
0;3;1;421.554
0;3;2;424.348
0;3;3;430.504
0;3;4;436.951
0;3;5;451.96
0;3;6;543.672
0;3;7;544.126
0;3;8;469.607
0;3;9;458.045
0;3;10;444.362
0;3;11;433.889
0;3;12;444.561
0;3;13;397.382
0;3;14;344.502
0;3;15;322.24
0;3;16;314.296
0;3;17;322.723
0;3;18;374.533
0;3;19;395.263
0;3;20;401.346
0;3;21;404.912
0;3;22;351.465
0;3;23;378.948
0;3;24;408.945
0;3;25;422.415
0;3;26;431.422
0;3;27;438.882
0;3;28;449.225
0;3;29;454.33
0;3;30;538.034
0;3;31;552.626
0;3;32;479.632
0;3;33;463.134
0;3;34;450.07
0;3;35;436.539
0;3;36;446.854
0;3;37;411.481
0;3;38;395.135
0;3;39;398.664
0;3;40;398.325
0;3;41;395.462
0;3;42;447.713
0;3;43;445.236
0;3;44;442.802
0;3;45;432.287
0;3;46;374.416
0;3;47;369.612
0;3;48;387.811
0;3;49;376.241
0;3;50;364.835
0;3;51;358.098
0;3;52;357.442
0;3;53;354.226
0;3;54;355.169
0;3;55;513.434
0;3;56;497.773
0;3;57;374.751
0;3;58;379.103
0;3;59;369.275
0;3;60;351.711
0;3;61;327.49
